Invoice Id,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Sales,Date,Time,Payment,Cost of Goods saled,Gross Income,Rating,Day,Month,Year,Satisfaction
744-16-7898,Cairo,Mandalay,Normal,Female,Home And Lifestyle,97.37,10,1022.385,1/15/2019,1:48:00 PM,Credit Card,973.7,48.685,4.9,Tuesday,January,00:00.0,not Satisfied
188-55-0967,Cairo,Mandalay,Member,Male,Health And Beauty,66.47,10,697.935,1/15/2019,3:01:00 PM,Credit Card,664.7,33.235,5,Tuesday,January,00:00.0,not Satisfied
660-29-7083,Giza,Naypyitaw,Normal,Male,Electronic Accessories,55.87,10,586.635,1/15/2019,3:01:00 PM,Cash,558.7,27.935,5.8,Tuesday,January,00:00.0,not Satisfied
138-17-5109,Alex,Yangon,Member,Female,Home And Lifestyle,89.21,9,843.0345,1/15/2019,3:42:00 PM,Credit Card,802.89,40.1445,6.5,Tuesday,January,00:00.0,not Satisfied
272-65-1806,Alex,Yangon,Member,Female,Electronic Accessories,60.88,9,575.316,1/15/2019,5:17:00 PM,E-Wallet,547.92,27.396,4.7,Tuesday,January,00:00.0,not Satisfied
886-54-6089,Alex,Yangon,Normal,Female,Home And Lifestyle,11.43,6,72.009,1/15/2019,5:24:00 PM,Cash,68.58,3.429,7.7,Tuesday,January,00:00.0,Satisfied
369-82-2676,Cairo,Mandalay,Normal,Male,Electronic Accessories,75.66,5,397.215,1/15/2019,6:22:00 PM,E-Wallet,378.3,18.915,7.8,Tuesday,January,00:00.0,Satisfied
450-28-2866,Giza,Naypyitaw,Member,Male,Food And Beverages,17.44,5,91.56,1/15/2019,7:25:00 PM,Cash,87.2,4.36,8.1,Tuesday,January,00:00.0,Satisfied
314-23-4520,Giza,Naypyitaw,Member,Male,Health And Beauty,81.23,7,597.0405,1/15/2019,8:44:00 PM,Cash,568.61,28.4305,9,Tuesday,January,00:00.0,Satisfied
842-29-4695,Giza,Naypyitaw,Member,Male,Sports And Travel,17.14,7,125.979,1/16/2019,12:07:00 PM,Credit Card,119.98,5.999,7.9,Wednesday,January,00:00.0,Satisfied
234-65-2137,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,95.58,10,1003.59,1/16/2019,1:32:00 PM,Cash,955.8,47.79,4.8,Wednesday,January,00:00.0,not Satisfied
372-62-5264,Giza,Naypyitaw,Normal,Female,Food And Beverages,52.6,9,497.07,1/16/2019,2:42:00 PM,Cash,473.4,23.67,7.6,Wednesday,January,00:00.0,Satisfied
859-71-0933,Giza,Naypyitaw,Member,Female,Sports And Travel,15.49,2,32.529,1/16/2019,3:10:00 PM,Cash,30.98,1.549,6.3,Wednesday,January,00:00.0,not Satisfied
659-65-8956,Cairo,Mandalay,Member,F,Fashion Accessories,51.36,1,53.928,1/16/2019,3:26:00 PM,E-Wallet,51.36,2.568,5.2,Wednesday,January,00:00.0,not Satisfied
648-83-1321,Alex,Yangon,Member,Male,Home And Lifestyle,63.56,10,667.38,1/16/2019,5:59:00 PM,Cash,635.6,31.78,4.3,Wednesday,January,00:00.0,not Satisfied
347-72-6115,Cairo,Mandalay,Member,Female,Sports And Travel,90.74,7,666.939,1/16/2019,6:03:00 PM,Credit Card,635.18,31.759,6.2,Wednesday,January,00:00.0,not Satisfied
677-11-0152,Giza,Naypyitaw,Normal,Female,Food And Beverages,93.26,9,881.307,1/16/2019,6:08:00 PM,Cash,839.34,41.967,8.8,Wednesday,January,00:00.0,Satisfied
618-34-8551,Alex,Yangon,Normal,Female,Sports And Travel,93.18,2,195.678,1/16/2019,6:41:00 PM,Credit Card,186.36,9.318,8.5,Wednesday,January,00:00.0,Satisfied
286-62-6248,Cairo,Mandalay,Normal,Male,Fashion Accessories,39.21,4,164.682,1/16/2019,8:03:00 PM,Credit Card,156.84,7.842,9,Wednesday,January,00:00.0,Satisfied
679-22-6530,Cairo,Mandalay,Normal,Female,Sports And Travel,40.62,2,85.302,1/17/2019,10:01:00 AM,Credit Card,81.24,4.062,4.1,Thursday,January,00:00.0,not Satisfied
349-97-8902,Cairo,Mandalay,Member,Male,Food And Beverages,57.89,2,121.569,1/17/2019,10:37:00 AM,E-Wallet,115.78,5.789,8.9,Thursday,January,00:00.0,Satisfied
101-81-4070,Giza,Naypyitaw,Member,Female,Health And Beauty,62.82,2,131.922,1/17/2019,12:36:00 PM,E-Wallet,125.64,6.282,4.9,Thursday,January,00:00.0,not Satisfied
746-54-5508,Alex,Yangon,Normal,Male,Home And Lifestyle,21.52,6,135.576,1/17/2019,12:48:00 PM,Credit Card,129.12,6.456,9.4,Thursday,January,00:00.0,Satisfied
698-98-5964,Alex,Yangon,Normal,Female,Food And Beverages,81.21,10,852.705,1/17/2019,1:01:00 PM,Credit Card,812.1,40.605,6.3,Thursday,January,00:00.0,not Satisfied
600-38-9738,Giza,Naypyitaw,Member,Male,Sports And Travel,71.92,5,377.58,1/17/2019,3:05:00 PM,Credit Card,359.6,17.98,4.3,Thursday,January,00:00.0,not Satisfied
497-37-6538,Alex,Yangon,Normal,Male,Sports And Travel,58.91,7,432.9885,1/17/2019,3:15:00 PM,E-Wallet,412.37,20.6185,9.7,Thursday,January,00:00.0,Satisfied
670-79-6321,Cairo,Mandalay,Member,Female,Home And Lifestyle,94.59,7,695.2365,1/17/2019,3:27:00 PM,Credit Card,662.13,33.1065,4.9,Thursday,January,00:00.0,not Satisfied
200-16-5952,Giza,Naypyitaw,Member,Male,Food And Beverages,65.65,2,137.865,1/17/2019,4:46:00 PM,Cash,131.3,6.565,6,Thursday,January,00:00.0,not Satisfied
445-30-9252,Alex,Yangon,Normal,Male,Sports And Travel,25.7,3,80.955,1/17/2019,5:59:00 PM,E-Wallet,77.1,3.855,6.1,Thursday,January,00:00.0,not Satisfied
280-35-5823,Cairo,Mandalay,Member,Female,Home And Lifestyle,86.72,1,91.056,1/17/2019,6:45:00 PM,E-Wallet,86.72,4.336,7.9,Thursday,January,00:00.0,Satisfied
562-12-5430,Alex,Yangon,Member,Female,Fashion Accessories,88.15,3,277.6725,1/18/2019,10:11:00 AM,E-Wallet,264.45,13.2225,7.9,Friday,January,00:00.0,Satisfied
414-12-7047,Cairo,Mandalay,Normal,M,Food And Beverages,19.79,8,166.236,1/18/2019,12:04:00 PM,E-Wallet,158.32,7.916,8.7,Friday,January,00:00.0,Satisfied
821-14-9046,Cairo,Mandalay,Member,Female,Fashion Accessories,17.48,6,110.124,1/18/2019,3:04:00 PM,Credit Card,104.88,5.244,6.1,Friday,January,00:00.0,not Satisfied
622-20-1945,Giza,Naypyitaw,Normal,Female,Health And Beauty,39.42,1,41.391,1/18/2019,3:08:00 PM,Cash,39.42,1.971,8.4,Friday,January,00:00.0,Satisfied
678-79-0726,Giza,Naypyitaw,Member,Female,Sports And Travel,90.63,9,856.4535,1/18/2019,3:28:00 PM,Cash,815.67,40.7835,5.1,Friday,January,00:00.0,not Satisfied
781-84-8059,Giza,Naypyitaw,Normal,Male,Fashion Accessories,60.74,7,446.439,1/18/2019,4:23:00 PM,E-Wallet,425.18,21.259,5,Friday,January,00:00.0,not Satisfied
166-19-2553,Alex,Yangon,Member,Male,Sports And Travel,89.06,6,561.078,1/18/2019,5:26:00 PM,Cash,534.36,26.718,9.9,Friday,January,00:00.0,Satisfied
706-36-6154,Alex,Yangon,Member,Male,Home And Lifestyle,19.36,9,182.952,1/18/2019,6:43:00 PM,E-Wallet,174.24,8.712,8.7,Friday,January,00:00.0,Satisfied
700-81-1757,Alex,Yangon,Normal,Female,Electronic Accessories,26.31,5,138.1275,1/18/2019,8:59:00 PM,Credit Card,131.55,6.5775,8.8,Friday,January,00:00.0,Satisfied
761-49-0439,Cairo,Mandalay,Member,Female,Electronic Accessories,12.1,8,101.64,1/19/2019,10:17:00 AM,E-Wallet,96.8,4.84,8.6,Saturday,January,00:00.0,Satisfied
779-06-0012,Giza,Naypyitaw,Member,Female,Home And Lifestyle,88.61,1,93.0405,1/19/2019,10:21:00 AM,Cash,88.61,4.4305,7.7,Saturday,January,00:00.0,Satisfied
151-27-8496,Giza,Naypyitaw,Normal,Female,Electronic Accessories,56.13,4,235.746,1/19/2019,11:43:00 AM,E-Wallet,224.52,11.226,8.6,Saturday,January,00:00.0,Satisfied
728-47-9078,Giza,Naypyitaw,Member,Male,Food And Beverages,59.59,4,250.278,1/19/2019,12:46:00 PM,Cash,238.36,11.918,9.8,Saturday,January,00:00.0,Satisfied
482-17-1179,Alex,Yangon,Member,Male,Electronic Accessories,11.94,3,37.611,1/19/2019,12:47:00 PM,Credit Card,35.82,1.791,8.1,Saturday,January,00:00.0,Satisfied
125-45-2293,Alex,Yangon,Normal,Female,Fashion Accessories,99.1,6,624.33,1/19/2019,1:11:00 PM,Cash,594.6,29.73,4.2,Saturday,January,00:00.0,not Satisfied
149-61-1929,Alex,Yangon,Normal,Male,Sports And Travel,64.19,10,673.995,1/19/2019,2:08:00 PM,Credit Card,641.9,32.095,6.7,Saturday,January,00:00.0,not Satisfied
882-40-4577,Alex,Yangon,Member,Male,Sports And Travel,67.26,4,282.492,1/19/2019,3:28:00 PM,Credit Card,269.04,13.452,8,Saturday,January,00:00.0,Satisfied
375-72-3056,Cairo,Mandalay,Normal,Male,Sports And Travel,63.06,3,198.639,1/19/2019,3:58:00 PM,E-Wallet,189.18,9.459,7,Saturday,January,00:00.0,Satisfied
284-54-4231,Giza,Naypyitaw,Member,Male,Sports And Travel,80.93,1,84.9765,1/19/2019,4:08:00 PM,Credit Card,80.93,4.0465,9,Saturday,January,00:00.0,Satisfied
796-32-9050,Alex,Yangon,Normal,M,Food And Beverages,51.28,6,323.064,1/19/2019,4:31:00 PM,Cash,307.68,15.384,6.5,Saturday,January,00:00.0,not Satisfied
608-27-6295,Cairo,Mandalay,Member,M,Electronic Accessories,52.89,6,333.207,1/19/2019,5:34:00 PM,Credit Card,317.34,15.867,9.8,Saturday,January,00:00.0,Satisfied
809-69-9497,Alex,Yangon,Normal,Female,Home And Lifestyle,45.68,10,479.64,1/19/2019,7:30:00 PM,E-Wallet,456.8,22.84,5.7,Saturday,January,00:00.0,not Satisfied
894-41-5205,Giza,Naypyitaw,Normal,Female,Food And Beverages,43.18,8,362.712,1/19/2019,7:39:00 PM,Credit Card,345.44,17.272,8.3,Saturday,January,00:00.0,Satisfied
645-44-1170,Alex,Yangon,Member,F,Home And Lifestyle,58.07,9,548.7615,1/19/2019,8:07:00 PM,E-Wallet,522.63,26.1315,4.3,Saturday,January,00:00.0,not Satisfied
832-51-6761,Alex,Yangon,Normal,Male,Food And Beverages,33.88,8,284.592,1/19/2019,8:29:00 PM,E-Wallet,271.04,13.552,9.6,Saturday,January,00:00.0,Satisfied
725-96-3778,Giza,Naypyitaw,Member,Female,Home And Lifestyle,89.25,8,749.7,1/20/2019,10:13:00 AM,Cash,714,35.7,4.7,Sunday,January,00:00.0,not Satisfied
458-10-8612,Giza,Naypyitaw,Normal,Male,Health And Beauty,64.08,7,470.988,1/20/2019,12:27:00 PM,E-Wallet,448.56,22.428,7.6,Sunday,January,00:00.0,Satisfied
356-44-8813,Cairo,Mandalay,Normal,Male,Home And Lifestyle,37.48,3,118.062,1/20/2019,1:45:00 PM,Credit Card,112.44,5.622,7.7,Sunday,January,00:00.0,Satisfied
787-87-2010,Alex,Yangon,Member,Male,Health And Beauty,55.5,4,233.1,1/20/2019,3:48:00 PM,Credit Card,222,11.1,6.6,Sunday,January,00:00.0,not Satisfied
817-48-8732,Alex,Yangon,Member,Female,Home And Lifestyle,72.35,10,1085.25,1/20/2019,3:55:00 PM,Cash,723.5,36.175,5.4,Sunday,January,00:00.0,not Satisfied
257-73-1380,Giza,Naypyitaw,Member,Male,Sports And Travel,82.93,4,348.306,1/20/2019,4:51:00 PM,E-Wallet,331.72,16.586,9.6,Sunday,January,00:00.0,Satisfied
410-67-1709,Alex,Yangon,Member,Female,Fashion Accessories,63.879999999999995,8,536.592,1/20/2019,5:48:00 PM,E-Wallet,511.04,25.552,9.9,Sunday,January,00:00.0,Satisfied
645-78-8093,Alex,Yangon,Normal,Female,Sports And Travel,93.14,2,195.594,1/20/2019,6:09:00 PM,E-Wallet,186.28,9.314,4.1,Sunday,January,00:00.0,not Satisfied
760-27-5490,Giza,Naypyitaw,Normal,Male,Fashion Accessories,15.62,8,131.208,1/20/2019,8:37:00 PM,E-Wallet,124.96,6.248,9.1,Sunday,January,00:00.0,Satisfied
378-24-2715,Cairo,Mandalay,Member,F,Home And Lifestyle,53.44,2,112.224,1/20/2019,8:38:00 PM,E-Wallet,106.88,5.344,4.1,Sunday,January,00:00.0,not Satisfied
316-68-6352,Alex,Yangon,Member,Female,Food And Beverages,36.36,2,76.356,1/21/2019,10:00:00 AM,Cash,72.72,3.636,7.1,Monday,January,00:00.0,Satisfied
870-72-4431,Giza,Naypyitaw,Member,Female,Health And Beauty,99.19,6,624.897,1/21/2019,2:42:00 PM,Credit Card,595.14,29.757,5.5,Monday,January,00:00.0,not Satisfied
239-10-7476,Alex,Yangon,Normal,Female,Home And Lifestyle,77.95,6,491.085,1/21/2019,4:37:00 PM,E-Wallet,467.7,23.385,8,Monday,January,00:00.0,Satisfied
401-18-8016,Cairo,Mandalay,Member,Female,Sports And Travel,98.13,1,103.0365,1/21/2019,5:36:00 PM,Cash,98.13,4.9065,8.9,Monday,January,00:00.0,Satisfied
462-67-9126,Alex,Yangon,Normal,Male,Home And Lifestyle,73.22,6,461.286,1/21/2019,5:44:00 PM,Cash,439.32,21.966,7.2,Monday,January,00:00.0,Satisfied
329-62-1586,Alex,Yangon,Member,Female,Food And Beverages,54.67,3,172.2105,1/21/2019,6:00:00 PM,Credit Card,164.01,8.2005,8.6,Monday,January,00:00.0,Satisfied
269-10-8440,Alex,Yangon,Member,Male,Health And Beauty,53.17,7,390.7995,1/21/2019,6:01:00 PM,Cash,372.19,18.6095,8.9,Monday,January,00:00.0,Satisfied
162-65-8559,Giza,Naypyitaw,Member,Male,Food And Beverages,68.98,1,72.429,1/21/2019,8:13:00 PM,Cash,68.98,3.449,4.8,Monday,January,00:00.0,not Satisfied
287-21-9091,Alex,Yangon,Member,Female,Home And Lifestyle,74.67,9,974.4435000000001,1/22/2019,10:55:00 AM,E-Wallet,672.03,33.6015,9.4,Tuesday,January,00:00.0,Satisfied
186-09-3669,Giza,Naypyitaw,Member,Female,Health And Beauty,81.51,1,85.5855,1/22/2019,10:57:00 AM,E-Wallet,81.51,4.0755,9.2,Tuesday,January,00:00.0,Satisfied
460-35-4390,Alex,Yangon,Normal,Male,Home And Lifestyle,30.68,3,96.642,1/22/2019,11:00:00 AM,E-Wallet,92.04,4.602,9.1,Tuesday,January,00:00.0,Satisfied
563-47-4072,Cairo,Mandalay,Normal,Female,Health And Beauty,55.81,6,351.603,1/22/2019,11:52:00 AM,Cash,334.86,16.743,9.9,Tuesday,January,00:00.0,Satisfied
120-54-2248,Cairo,Mandalay,Normal,Female,Food And Beverages,28.86,5,151.515,1/22/2019,6:08:00 PM,Credit Card,144.3,7.215,8,Tuesday,January,00:00.0,Satisfied
756-01-7507,Giza,Naypyitaw,Member,Female,Health And Beauty,20.38,5,106.995,1/22/2019,6:56:00 PM,Cash,101.9,5.095,6,Tuesday,January,00:00.0,not Satisfied
521-18-7827,Giza,Naypyitaw,Member,Male,Home And Lifestyle,39.39,5,206.7975,1/22/2019,8:46:00 PM,Credit Card,196.95,9.8475,8.7,Tuesday,January,00:00.0,Satisfied
790-38-4466,Giza,Naypyitaw,Normal,Female,Health And Beauty,10.99,5,57.6975,1/23/2019,10:18:00 AM,Credit Card,54.95,2.7475,9.3,Wednesday,January,00:00.0,Satisfied
565-80-5980,Giza,Naypyitaw,Member,Female,Home And Lifestyle,47.38,4,198.996,1/23/2019,10:25:00 AM,Cash,189.52,9.476,7.1,Wednesday,January,00:00.0,Satisfied
213-32-1216,Alex,Yangon,Normal,Female,Electronic Accessories,66.06,6,416.178,1/23/2019,10:28:00 AM,Cash,396.36,19.818,7.3,Wednesday,January,00:00.0,Satisfied
148-41-7930,Giza,Naypyitaw,Normal,Male,Health And Beauty,99.96,7,734.706,1/23/2019,10:33:00 AM,Cash,699.72,34.986,6.1,Wednesday,January,00:00.0,not Satisfied
477-59-2456,Giza,Naypyitaw,Normal,Female,Fashion Accessories,45.44,7,333.984,1/23/2019,11:15:00 AM,Cash,318.08,15.904,9.2,Wednesday,January,00:00.0,Satisfied
828-46-6863,Alex,Yangon,Member,Male,Food And Beverages,98.53,6,620.739,1/23/2019,11:22:00 AM,Credit Card,591.18,29.559,4,Wednesday,January,00:00.0,not Satisfied
434-83-9547,Giza,Naypyitaw,Member,Male,Food And Beverages,38.47,8,323.148,1/23/2019,11:51:00 AM,Cash,307.76,15.388,7.7,Wednesday,January,00:00.0,Satisfied
767-05-1286,Giza,Naypyitaw,Member,Female,Home And Lifestyle,83.77,6,527.751,1/23/2019,12:10:00 PM,E-Wallet,502.62,25.131,5.4,Wednesday,January,00:00.0,not Satisfied
318-12-0304,Alex,Yangon,Normal,Male,Fashion Accessories,30.61,1,32.1405,1/23/2019,12:20:00 PM,E-Wallet,30.61,1.5305,5.2,Wednesday,January,00:00.0,not Satisfied
316-66-3011,Alex,Yangon,Member,Female,Food And Beverages,47.63,9,450.1035,1/23/2019,12:35:00 PM,Cash,428.67,21.4335,5,Wednesday,January,00:00.0,not Satisfied
731-81-9469,Giza,Naypyitaw,Member,Female,Sports And Travel,89.8,10,942.9,1/23/2019,1:00:00 PM,Credit Card,898,44.9,5.4,Wednesday,January,00:00.0,not Satisfied
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic Accessories,84.05,3,264.7575,1/23/2019,1:29:00 PM,Cash,252.15,12.6075,9.8,Wednesday,January,00:00.0,Satisfied
604-70-6476,Alex,Yangon,Member,Male,Fashion Accessories,17.94,5,94.185,1/23/2019,2:04:00 PM,E-Wallet,89.7,4.485,6.8,Wednesday,January,00:00.0,not Satisfied
160-22-2687,Alex,Yangon,Member,Female,Health And Beauty,95.95,5,503.7375,1/23/2019,2:21:00 PM,E-Wallet,479.75,23.9875,8.8,Wednesday,January,00:00.0,Satisfied
219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic Accessories,83.08,1,87.234,1/23/2019,5:16:00 PM,E-Wallet,83.08,4.154,6.4,Wednesday,January,00:00.0,not Satisfied
809-46-1866,Alex,Yangon,Normal,Male,Health And Beauty,58.15,4,244.23,1/23/2019,5:44:00 PM,Cash,232.6,11.63,8.4,Wednesday,January,00:00.0,Satisfied
480-63-2856,Giza,Naypyitaw,Member,Female,Food And Beverages,19.25,8,161.7,1/23/2019,6:37:00 PM,E-Wallet,154,7.7,6.6,Wednesday,January,00:00.0,not Satisfied
232-11-3025,Alex,Yangon,Member,Female,Sports And Travel,78.77,10,1181.55,1/24/2019,10:04:00 AM,Cash,787.7,39.385,6.4,Thursday,January,00:00.0,not Satisfied
438-23-1242,Cairo,Mandalay,Normal,Male,Electronic Accessories,75.88,7,557.718,1/24/2019,10:38:00 AM,E-Wallet,531.16,26.558,8.9,Thursday,January,00:00.0,Satisfied
778-34-2523,Alex,Yangon,Member,Female,Electronic Accessories,48.62,8,408.408,1/24/2019,10:57:00 AM,Cash,388.96,19.448,5,Thursday,January,00:00.0,not Satisfied
789-23-8625,Cairo,Mandalay,Member,Male,Fashion Accessories,93.22,3,293.643,1/24/2019,11:45:00 AM,Cash,279.66,13.983,7.2,Thursday,January,00:00.0,Satisfied
443-60-9639,Giza,Naypyitaw,Member,Female,Home And Lifestyle,60.87,1,63.9135,1/24/2019,1:24:00 PM,Cash,60.87,3.0435,5.5,Thursday,January,00:00.0,not Satisfied
775-72-1988,Cairo,Mandalay,Normal,Male,Home And Lifestyle,73.28,5,384.72,1/24/2019,3:05:00 PM,E-Wallet,366.4,18.32,8.4,Thursday,January,00:00.0,Satisfied
139-20-0155,Cairo,Mandalay,Member,Male,Electronic Accessories,40.3,10,423.15,1/24/2019,5:37:00 PM,Credit Card,403,20.15,7,Thursday,January,00:00.0,Satisfied
237-44-6163,Alex,Yangon,Normal,Male,Electronic Accessories,10.56,8,88.704,1/24/2019,5:43:00 PM,Cash,84.48,4.224,7.6,Thursday,January,00:00.0,Satisfied
435-13-4908,Alex,Yangon,Member,Male,Fashion Accessories,86.68,8,728.112,1/24/2019,6:04:00 PM,Credit Card,693.44,34.672,7.2,Thursday,January,00:00.0,Satisfied
602-16-6955,Cairo,Mandalay,Normal,Female,Sports And Travel,76.6,10,804.3,1/24/2019,6:10:00 PM,E-Wallet,766,38.3,6,Thursday,January,00:00.0,not Satisfied
510-79-0415,Cairo,Mandalay,Member,Female,Sports And Travel,23.08,6,145.404,1/24/2019,7:20:00 PM,E-Wallet,138.48,6.924,4.9,Thursday,January,00:00.0,not Satisfied
726-27-2396,Alex,Yangon,Normal,Female,Health And Beauty,77.5,5,406.875,1/24/2019,8:36:00 PM,E-Wallet,387.5,19.375,4.3,Thursday,January,00:00.0,not Satisfied
235-06-8510,Giza,Naypyitaw,Member,Male,Home And Lifestyle,85.72,3,270.018,1/24/2019,8:59:00 PM,E-Wallet,257.16,12.858,5.1,Thursday,January,00:00.0,not Satisfied
730-61-8757,Cairo,Mandalay,Member,Male,Health And Beauty,51.13,4,214.746,1/25/2019,10:11:00 AM,Credit Card,204.52,10.226,4,Friday,January,00:00.0,not Satisfied
843-73-4724,Alex,Yangon,Normal,Male,Fashion Accessories,74.1,1,77.805,1/25/2019,11:05:00 AM,Cash,74.1,3.705,9.2,Friday,January,00:00.0,Satisfied
340-21-9136,Alex,Yangon,Member,Female,Sports And Travel,40.05,4,168.21,1/25/2019,11:40:00 AM,Cash,160.2,8.01,9.7,Friday,January,00:00.0,Satisfied
191-10-6171,Cairo,Mandalay,Normal,Female,Fashion Accessories,39.62,7,291.207,1/25/2019,1:18:00 PM,Cash,277.34,13.867,7.5,Friday,January,00:00.0,Satisfied
283-79-9594,Cairo,Mandalay,Normal,Female,Food And Beverages,48.51,7,356.5485,1/25/2019,1:30:00 PM,Credit Card,339.57,16.9785,5.2,Friday,January,00:00.0,not Satisfied
394-55-6384,Giza,Naypyitaw,Member,Female,Sports And Travel,70.19,9,663.2955,1/25/2019,1:38:00 PM,Cash,631.71,31.5855,6.7,Friday,January,00:00.0,not Satisfied
280-17-4359,Giza,Naypyitaw,Member,Male,Health And Beauty,90.5,10,950.25,1/25/2019,1:48:00 PM,Cash,905,45.25,8.1,Friday,January,00:00.0,Satisfied
856-66-2701,Alex,Yangon,Member,Male,Home And Lifestyle,53.3,3,167.895,1/25/2019,2:19:00 PM,E-Wallet,159.9,7.995,7.5,Friday,January,00:00.0,Satisfied
569-71-4390,Cairo,Mandalay,Normal,Male,Sports And Travel,21.87,2,45.927,1/25/2019,2:29:00 PM,E-Wallet,43.74,2.187,6.9,Friday,January,00:00.0,not Satisfied
824-88-3614,Giza,Naypyitaw,Normal,Male,Health And Beauty,34.31,8,288.204,1/25/2019,3:00:00 PM,E-Wallet,274.48,13.724,5.7,Friday,January,00:00.0,not Satisfied
778-71-5554,Giza,Naypyitaw,Member,Female,Fashion Accessories,15.43,1,16.2015,1/25/2019,3:46:00 PM,Credit Card,15.43,0.7715,6.1,Friday,January,00:00.0,not Satisfied
307-83-9164,Alex,Yangon,Member,Male,Home And Lifestyle,60.01,4,252.042,1/25/2019,3:54:00 PM,Cash,240.04,12.002,4.5,Friday,January,00:00.0,not Satisfied
268-03-6164,Cairo,Mandalay,Normal,Male,Health And Beauty,96.11,1,100.9155,1/25/2019,4:28:00 PM,E-Wallet,96.11,4.8055,7.8,Friday,January,00:00.0,Satisfied
288-38-3758,Giza,Naypyitaw,Member,Female,Fashion Accessories,84.87,3,267.3405,1/25/2019,6:30:00 PM,E-Wallet,254.61,12.7305,7.4,Friday,January,00:00.0,Satisfied
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion Accessories,60.96,2,128.016,1/25/2019,7:39:00 PM,Credit Card,121.92,6.096,4.9,Friday,January,00:00.0,not Satisfied
145-94-9061,Cairo,Mandalay,Member,Female,Food And Beverages,88.36,5,463.89,1/25/2019,7:48:00 PM,Cash,441.8,22.09,9.6,Friday,January,00:00.0,Satisfied
888-02-0338,Alex,Yangon,Normal,Male,Electronic Accessories,26.23,9,247.8735,1/25/2019,8:24:00 PM,E-Wallet,236.07,11.8035,5.9,Friday,January,00:00.0,not Satisfied
881-41-7302,Giza,Naypyitaw,Normal,Female,Fashion Accessories,64.99,1,68.2395,1/26/2019,10:06:00 AM,Credit Card,64.99,3.2495,4.5,Saturday,January,00:00.0,not Satisfied
896-34-0956,Alex,Yangon,Normal,Male,Fashion Accessories,21.32,1,22.386,1/26/2019,12:43:00 PM,Cash,21.32,1.066,5.9,Saturday,January,00:00.0,not Satisfied
316-55-4634,Cairo,Mandalay,Member,M,Food And Beverages,80.05,5,420.2625,1/26/2019,12:45:00 PM,Credit Card,400.25,20.0125,9.4,Saturday,January,00:00.0,Satisfied
794-42-3736,Cairo,Mandalay,Normal,Male,Food And Beverages,33.33,2,69.993,1/26/2019,2:41:00 PM,Credit Card,66.66,3.333,6.4,Saturday,January,00:00.0,not Satisfied
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion Accessories,37.95,10,398.475,1/26/2019,2:51:00 PM,Cash,379.5,18.975,9.7,Saturday,January,00:00.0,Satisfied
176-78-1170,Giza,Naypyitaw,Member,Male,Health And Beauty,33.81,3,106.5015,1/26/2019,3:11:00 PM,E-Wallet,101.43,5.0715,7.3,Saturday,January,00:00.0,Satisfied
452-04-8808,Cairo,Mandalay,Normal,Male,Electronic Accessories,87.08,7,640.038,1/26/2019,3:17:00 PM,Cash,609.56,30.478,5.5,Saturday,January,00:00.0,not Satisfied
135-13-8269,Cairo,Mandalay,Member,Female,Food And Beverages,78.88,2,165.648,1/26/2019,4:04:00 PM,Cash,157.76,7.888,9.1,Saturday,January,00:00.0,Satisfied
539-21-7227,Cairo,Mandalay,Normal,Female,Sports And Travel,51.54,5,270.585,1/26/2019,5:45:00 PM,Cash,257.7,12.885,4.2,Saturday,January,00:00.0,not Satisfied
308-39-1707,Alex,Yangon,Normal,Female,Fashion Accessories,12.09,1,12.6945,1/26/2019,6:19:00 PM,Credit Card,12.09,0.6045,8.2,Saturday,January,00:00.0,Satisfied
834-61-8124,Alex,Yangon,Normal,Male,Electronic Accessories,51.69,7,379.9215,1/26/2019,6:22:00 PM,Cash,361.83,18.0915,5.5,Saturday,January,00:00.0,not Satisfied
258-69-7810,Giza,Naypyitaw,Normal,Female,Fashion Accessories,36.85,5,193.4625,1/26/2019,6:53:00 PM,Cash,184.25,9.2125,9.2,Saturday,January,00:00.0,Satisfied
836-82-5858,Cairo,Mandalay,Member,Male,Health And Beauty,69.37,9,655.5465,1/26/2019,7:14:00 PM,E-Wallet,624.33,31.2165,4,Saturday,January,00:00.0,not Satisfied
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion Accessories,81.37,2,170.877,1/26/2019,7:28:00 PM,Cash,162.74,8.137,6.5,Saturday,January,00:00.0,not Satisfied
225-32-0908,Giza,Naypyitaw,Member,Female,Sports And Travel,44.86,10,471.03,1/26/2019,7:54:00 PM,E-Wallet,448.6,22.43,8.2,Saturday,January,00:00.0,Satisfied
847-38-7188,Cairo,Mandalay,Member,Female,Food And Beverages,96.68,3,304.542,1/26/2019,7:56:00 PM,E-Wallet,290.04,14.502,6.4,Saturday,January,00:00.0,not Satisfied
641-43-2399,Cairo,Mandalay,Normal,Male,Home And Lifestyle,25.55,4,107.31,1/26/2019,8:23:00 PM,E-Wallet,102.2,5.11,5.7,Saturday,January,00:00.0,not Satisfied
